"cmRate","population","medianIncome","pctPoverty","avgHouse","medianAge","medianAgeM","medianAgeF","pctHS","pctBach","pctEmployed","pctUnemployed","pctPrivateHC","pctEmployerHC","pctPublicHC","pctWhite","pctBlack","pctAsian","pctOther","rmRace","pctMarried","pctMarriedHouse","birthRate","region","state","county"
161.9,37512,54836,11.7,2.3,49,48.2,49.6,27.9,18.2,55.8,6.7,72.1,38.4,40.1,82.23233419,11.88655785,1.481520675,0.703722321,"white",54,50.68079601,3.328451604,"Northeast","Maryland","Talbot County"
153.9,70601,53953,12,2.3,45.1,43.8,46.6,27.1,18.8,62.6,6.7,73.6,50.4,40.1,93.88423479,1.295963117,1.626279096,0.833520747,"white",47.6,44.84802331,3.458753556,"Northeast","Massachusetts","Franklin County"
166.7,114625,54232,11.4,2.67,40,39.2,40.8,38.3,14.5,58.1,6.1,72,49.3,32.5,94.46546789,1.519005291,0.747095368,0.935863236,"white",58.1,60.28214738,5.293976097,"Midwest","Michigan","Allegan County"
167.7,23154,45743,13,2.38,49.5,48.6,50.2,33.7,15.8,49.3,9.7,64.6,35.4,45.7,96.07598745,0.322344952,0.275067692,0.709158895,"white",60.1,58.22066261,3.888098625,"Midwest","Michigan","Antrim County"
182.3,105659,46061,16.8,2.42,42.6,40.2,44.5,35.6,12.5,53,9.7,69.8,46,39.7,94.49380494,1.353352453,0.588577105,0.587639881,"white",49.6,48.20153793,5.244463933,"Midwest","Michigan","Bay County"
149.1,77390,60650,10,2.64,39.7,38.7,40.5,27.9,19.1,59.1,6.5,80.6,57.7,28,93.60379689,1.56816852,1.388726351,0.607242702,"white",54.7,56.7383997,4.540884719,"Midwest","Michigan","Clinton County"
180.1,70698,42431,28.3,2.61,26.3,26.3,26.1,31.8,15.5,55.9,11.3,72.6,51.3,27.1,88.56075507,2.585291995,1.693811997,0.305650285,"white",34.9,40.69583553,3.814938787,"Midwest","Michigan","Isabella County"
113.5,2168,40411,12.7,2.1,54.5,53.2,55.4,32.6,13.5,44.8,7,66.2,30.8,50.8,98.36214741,0.864422202,0.136487716,0.045495905,"white",55.6,49.03846154,7.936507937,"Midwest","Michigan","Keweenaw County"
154.4,83632,51629,11.9,2.45,40.9,39.7,42.4,29.6,19.4,55.6,8.5,76.5,53.6,31.9,93.6549316,1.381182436,2.330670621,0.611068593,"white",57.2,55.87649106,5.762837089,"Midwest","Michigan","Midland County"
177,20937,35968,21.4,2.22,49,48.5,49.8,40.9,7.5,43.2,12.4,60.1,31.5,51,96.80049006,0.310998021,0.560738856,0.259165017,"white",54.7,49.31100276,6.505717916,"Midwest","Michigan","Ogemaw County"
194.7,24253,44693,13.2,2.38,44.2,43.6,44.9,36.6,13.5,54.6,8.2,68.4,44.4,39.2,95.80796156,0.381094404,0.625491902,0.381094404,"white",56.8,54.27882684,3.216430924,"Midwest","Michigan","Otsego County"
157,358880,62861,14.3,2.43,33.4,32.3,34.6,15.7,25.4,60.4,7.4,82.2,60.9,23.4,74.0632378,12.07313354,8.438202501,0.903719937,"white",44.3,44.8630013,4.120270702,"Midwest","Michigan","Washtenaw County"
148.8,98741,88500,4.8,2.76,36.9,36.1,37.6,21.2,32,73.2,3.8,87.5,68.6,17,93.04706681,1.187901583,2.522070731,0.607010395,"white",62.3,64.90514511,5.473379087,"Midwest","Minnesota","Carver County"
164.1,30613,47203,12.5,2.33,44.6,43.1,46.4,36.7,11.5,61.5,4.9,70.3,43.6,39,95.12574036,1.129559504,1.307570314,1.074537981,"white",52.7,49.27268529,5.846508564,"Midwest","Minnesota","Freeborn County"
159.9,5903,48179,10.5,2.32,46.3,44.5,48.2,33.4,14.6,61.1,3.6,73.5,38.6,41.2,97.53397081,0,0.301962758,0.369065593,"white",60.1,55.41501976,8.227848101,"Midwest","Minnesota","Grant County"
177.7,45435,48525,14.7,2.33,45.9,44.6,47.1,31.8,15.1,54.2,7.1,69.6,43.2,40.6,93.05904661,0.489482736,0.390263262,0.273404771,"white",58.5,55.68151859,6.184256155,"Midwest","Minnesota","Itasca County"
168.3,4424,50372,9.9,2.28,48.1,46.7,49.6,35,16.8,60.3,2.8,73.8,41.5,36.5,98.10267857,0.602678571,0.200892857,0.089285714,"white",54.7,51.67364017,6.869220608,"Midwest","Minnesota","Kittson County"
163,25673,53552,11.5,2.46,35.1,33.8,36.5,35.1,18.6,69,5.3,76.7,51.4,29.5,89.67664111,2.926183898,3.330868905,2.840577454,"white",51.3,50.33139185,5.799293999,"Midwest","Minnesota","Lyon County"
148.2,9423,54433,9.6,2.32,43.8,43.2,44.3,37.4,14.5,62.8,4.7,76.8,46.4,32.1,97.56690998,0.264466307,0.190415741,0.327938221,"white",59.4,54.6809039,6.110201855,"Midwest","Minnesota","Marshall County"
190,25788,48434,12,2.52,40.3,38.9,41.7,38.3,10,58.4,7.7,69.7,44.7,38.4,91.26661242,0.573443372,0.441706381,0.255724747,"white",51.9,50.5574358,6.653151493,"Midwest","Minnesota","Mille Lacs County"
169.5,32775,50685,11.8,2.43,41.2,40,42.5,38.6,11.6,63.6,5.8,71.3,44.5,37.6,97.19980584,0.543049572,0.503610218,0.260906498,"white",57.5,55.11533853,5.734925549,"Midwest","Minnesota","Morrison County"
138.1,21770,50684,13,2.71,36.6,35.6,37.6,34.3,10.1,63,6.9,67.3,42.5,33.3,80.98399963,3.983953521,5.759210587,7.202471527,"white",54.1,53.9275695,7.86717183,"Midwest","Minnesota","Nobles County"
169.9,6678,51597,13.4,2.4,45.4,44.4,47.1,38.5,12.4,57.9,5.1,70.3,39.2,40.5,93.21578004,0.508069337,0.403466826,0.941422594,"white",56.2,54.91202346,6.289308176,"Midwest","Minnesota","Norman County"
174.2,14219,50905,9.3,2.34,39.1,36.6,40.3,36,11.8,68.5,3,75.5,52.1,33.9,93.75620128,1.658398299,0.836286322,0.290574061,"white",49.7,45.21959459,5.893845653,"Midwest","Minnesota","Pennington County"
157.6,4055,48188,9.2,2.43,42.3,41.5,42.9,40.9,11.8,65.8,3.5,72.9,49,36,94.97660675,0.664860872,0.270869244,0.911105639,"white",57.5,54.60565924,10.14120668,"Midwest","Minnesota","Red Lake County"
176.5,14892,54386,11.3,2.34,44.5,43.5,45.5,37.5,12.2,62.1,5,76.2,43.1,35,94.04785446,0.75802518,0.58005405,2.768439786,"white",57.1,54.09241445,5.738255034,"Midwest","Minnesota","Renville County"
158.2,15770,53838,9.2,2.44,41.2,41.1,41.3,37.3,14.2,69.1,2.7,80.4,55.1,29.6,93.61511367,0.685238553,2.670509126,0.236951649,"white",59.7,56.07787274,6.330669945,"Midwest","Minnesota","Roseau County"
147.2,24257,43287,17.8,2.45,43,42.1,44,37.1,11,59.6,5.1,66.1,41.1,37.3,95.40995667,0.286111338,0.420992398,1.921033271,"white",58.7,55.95080801,7.800672834,"Midwest","Minnesota","Todd County"
187.9,13875,41909,15.8,2.35,43.3,41.6,44.7,39.3,8.8,54.2,5.2,62.5,34.6,47.7,96.39508685,0.952104077,0.581437604,0.181699251,"white",52.2,47.68200247,5.574778931,"Midwest","Minnesota","Wadena County"
163,18989,54183,10.1,2.43,39,38.2,39.6,35.2,15.4,63.4,4.6,77,52,31.6,93.69888866,2.783602432,0.760117425,0.79157056,"white",56.8,56.88737201,6.458604248,"Midwest","Minnesota","Waseca County"
212.3,31254,32327,32.9,2.5,40.7,38.2,44.1,35.9,11.1,41.4,11.3,46.8,27,46.4,40.20138216,55.52706464,0.23452891,3.117670972,"black",37.8,35.79382487,3.939346569,"Southeast","Mississippi","Adams County"
171.8,12574,30668,23.2,2.55,45.3,42.6,47.9,36.6,7.4,44,12.7,46.1,29,49.3,57.59345794,42.18068536,0.093457944,0,"white",44.8,44.77432297,3.098591549,"Southeast","Mississippi","Amite County"
208.7,8182,30665,25.6,2.83,39.8,40,39.7,38.1,5.6,44.5,17.1,56.3,37,39.8,60.99173554,36.34002361,0,1.428571429,"white",47.4,50,0.41322314,"Southeast","Mississippi","Benton County"
198.9,17328,31616,24.7,2.63,37.7,36,39.3,37.3,7.4,48.6,12.2,54.1,31.6,45.2,54.75245817,43.40750963,0.379506641,0.36800644,"white",43.4,44.69463294,7.273181705,"Southeast","Mississippi","Chickasaw County"
151.2,8299,34548,24.2,2.49,42.8,41.8,44,33.4,8.3,43.9,14.2,50.6,28.6,46.8,67.76394542,31.07493416,0.155614077,0.083792195,"white",46.8,44.50499546,4.786324786,"Southeast","Mississippi","Choctaw County"
175.9,9150,26083,42.6,2.74,32.7,30.7,33.6,29.8,8.5,32.3,17.5,37.9,23.5,52.9,13.6227224,84.86602358,0.921757771,0.182207931,"black",26.2,25.50125313,5.663430421,"Southeast","Mississippi","Claiborne County"
191.4,16006,34910,22.4,2.51,41.3,40.4,42.6,34.4,9.9,48.9,11.7,55.1,38.3,43.9,64.18530742,35.02628041,0.073340667,0.067228945,"white",48.7,47.61023743,6.761177754,"Southeast","Mississippi","Clarke County"
266.7,24620,28647,35,2.62,33.5,31,35.2,27.6,12.6,46.2,20.3,42.7,27.8,49.9,22.61027956,75.89688762,0.566246931,0.134632137,"black",31.4,29.76495727,6.156510786,"Southeast","Mississippi","Coahoma County"
205.1,19543,31835,26.5,2.76,37.6,36.5,38.7,36.8,8.6,43.9,13.7,50.5,33.5,44.7,62.79081711,35.85845617,0.179754507,0.097581018,"white",44.7,45.0853781,6.243007384,"Southeast","Mississippi","Covington County"
193.9,173323,58479,10.1,2.8,36,34.8,37,29.9,15.7,64.3,7.6,72.7,53.5,25.1,71.44840022,23.86319149,1.328698706,1.023809806,"white",52.3,53.63939343,4.636235598,"Southeast","Mississippi","DeSoto County"
216.1,11665,28271,29.8,2.35,43.1,42.1,44.6,39.1,9.7,42.2,12.9,46.4,26.1,47.3,38.40549368,61.23440248,0,0.142366636,"black",41.6,36.89978083,7.061933535,"Southeast","Mississippi","Jefferson Davis County"
211.9,12622,38471,22.3,2.63,40.7,40,41.1,35.4,8.5,47.2,10.8,56.4,34.8,39.2,66.335611,32.30573653,0.063562689,0.158906722,"white",51.6,51.52719665,5.109751709,"Southeast","Mississippi","Lawrence County"
174.3,35827,36810,20.1,2.57,40.6,38.7,42.7,33.8,9.9,49.6,10.9,58.5,39.7,39.3,68.09951624,30.46579129,0.09398756,0.05252246,"white",49.8,49.69862227,5.236239649,"Southeast","Mississippi","Monroe County"
204.2,11043,28730,31.3,2.69,36.8,34.3,40,30.5,7.3,44.6,19,41.5,22.2,49.2,27.76631069,71.93753926,0,0.143587903,"black",39.4,39.93115318,4.965357968,"Southeast","Mississippi","Noxubee County"
211,28265,32049,26.9,2.85,36,34.5,37.2,34.4,7.7,50.4,13.1,48.5,32.5,40.5,59.80277807,37.33078853,0.862404128,0.943696321,"white",42.7,41.294393,5.869989491,"Southeast","Mississippi","Scott County"
214.5,9899,34073,22.1,2.45,41.1,38.4,42.7,34.5,12.1,45.4,11.2,55.6,37.4,39.9,78.80788079,19.6419642,0.180018002,0.190019002,"white",52.8,49.6785361,6.736458807,"Southeast","Mississippi","Webster County"
172.5,11880,37581,19.1,2.41,41.1,39.9,42.7,39.5,12.1,53.2,6.5,63.9,36.1,40.1,94.27091895,0.27124774,1.150747986,1.142528358,"white",64.2,61.30713713,5.542168675,"Midwest","Missouri","Barton County"
152.7,44237,44410,17.5,2.6,49.8,49.9,49.7,36,13.6,47.5,9.1,59.6,29.7,41.9,96.46914199,0.507660437,0.703439798,0.705716302,"white",57,60.04896107,5.73630137,"Midwest","Missouri","Camden County"
179.1,16393,34987,21.7,2.62,43,41.8,43.8,41.9,9.8,45.5,13.2,50.8,32.1,39.6,95.53248008,0.078483458,0.078483458,0.688239556,"white",56.9,57.53358925,9.043326548,"Midwest","Missouri","Dallas County"
180,102426,51978,11.8,2.53,40.2,38.9,41.5,34.3,11.7,60.3,7.2,71.6,53.3,28.6,96.25054013,1.034096712,0.497898417,0.617708292,"white",56.7,54.77389453,5.593582421,"Midwest","Missouri","Franklin County"
180.8,14858,44065,13.5,2.35,45.6,44.9,47.2,43.2,10.3,54.2,6.1,69.8,47.2,35.2,97.75220765,0.44153064,0.287663902,0.060208724,"white",56.6,53.82644893,6.720977597,"Midwest","Missouri","Gasconade County"
173.6,288072,40386,20.6,2.31,35.6,34.5,37.2,27.9,19,58.9,6.8,67.6,46.9,29.5,91.03797236,3.142235687,1.769736517,0.727738819,"white",47.4,44.69897734,5.445266147,"Midwest","Missouri","Greene County"
209.2,10097,37911,19.2,2.45,41,38.5,44,39.3,10.3,52.9,4.5,63.1,39.1,36.8,95.84633385,0.819032761,0.28276131,0.08775351,"white",54.6,50.80108455,7.829010567,"Midwest","Missouri","Grundy County"
154.1,4484,41652,14.4,2.11,47.4,46.2,48.5,44.4,12.9,59.2,5.2,67.2,33.3,36,96.9447454,0.346695558,0.45503792,0,"white",61.3,53.94366197,7.474518686,"Midwest","Missouri","Holt County"
150,10139,44188,15.6,2.53,38.8,38.3,39.4,36.2,15.9,55.8,6.3,68.3,46.7,34,91.66175604,5.156157926,0.235710077,0.441956394,"white",51.3,54.17001877,6.633574007,"Midwest","Missouri","Howard County"
204.4,40117,32662,22.1,2.45,40.6,38.6,42.4,39,8.2,51.6,8.3,58.1,37.1,41.8,96.03977583,0.309973714,0.612508059,0.600109111,"white",56.1,52.48109205,7.519053578,"Midwest","Missouri","Howell County"
188.9,687623,46185,16.5,2.44,36.5,35.3,37.7,29.1,18.2,61.1,7.6,66,46.8,29.7,66.56640794,23.75103722,1.753254859,4.197354991,"white",43.3,39.58795563,5.730193853,"Midwest","Missouri","Jackson County"
187.4,8963,40165,16.1,2.44,44.2,43.7,44.7,42.8,10.3,49.3,10,60.6,36.5,39.6,96.41161533,0.419564977,0.607265099,0.342276692,"white",54.8,53.58111774,7.791479821,"Midwest","Missouri","Maries County"
203.7,20171,36867,20.7,2.55,46.5,45.9,47.4,41.3,9,42.2,11.7,50.2,26.4,42.3,96.29171817,1.241038319,0.049443758,0.232385661,"white",50.9,50.79365079,6.885245902,"Midwest","Missouri","Morgan County"
190.2,9409,31025,22.3,2.22,50.7,50.7,50.8,44.2,7.5,39.3,12.6,51.6,25.2,52.1,96.49785048,0.167767642,0,0.450875537,"white",59.1,52.49232223,5.784615385,"Midwest","Missouri","Ozark County"
174.4,19183,50548,11.6,2.54,39.7,38.9,40.8,44.4,10.9,62.1,4.2,76.1,54.5,29.4,97.31413613,0.790575916,0.356020942,0.204188482,"white",59.5,58.87762001,5.280764636,"Midwest","Missouri","Perry County"
196,53221,47227,15.9,2.84,26.8,25,29.7,31.3,15.8,36.1,12.7,72.3,16.3,27.6,74.81990158,12.15687742,2.808599817,3.141664951,"white",45,51.86264982,5.283078379,"Midwest","Missouri","Pulaski County"
205.2,10196,51738,11.6,2.53,45.1,44.5,46,48.5,8.2,58,6.2,67.7,42.5,34.9,96.87591526,1.435126428,0,0.01952553,"white",60.1,61.27828898,6.335282651,"Midwest","Missouri","Ralls County"
204.2,22810,51986,15.3,2.63,41.5,40.1,43.1,47.3,9.2,55.5,8.2,72.9,51.7,32.7,95.73618167,1.354695845,0.204072771,0.329990013,"white",55,56.25722878,4.663623735,"Midwest","Missouri","Ray County"
205.8,23258,41112,16.3,2.48,38.2,35.8,41.1,39.4,11.5,57.2,5.5,70.9,47.1,34.7,85.38613182,4.928430616,0.351418531,3.767035228,"white",47.8,47.3428313,6.003068661,"Midwest","Missouri","Saline County"
194.4,20826,40267,17.5,2.5,40.6,39.1,41.9,41,10.1,57.9,5.4,59.7,37.8,37.4,96.17779481,0.905259124,0.694510968,0.086215155,"white",53.3,51.61691542,5.078698846,"Midwest","Missouri","Vernon County"
159.7,66418,53572,12,2.38,40.9,39.8,42.4,23.7,24.3,63.1,4.9,74.1,50.6,30.3,93.63954894,0.526339948,0.627323776,0.2585798,"white",51.7,49.23186185,5.247084953,"West","Montana","Lewis and Clark County"
196.6,4582,39827,19.1,2.43,48.5,49,48.1,40.2,10.7,51.6,4.6,61.7,37.5,39.4,95.80375783,0.187891441,1.08559499,0,"white",58,56.74013327,7.611241218,"West","Montana","Musselshell County"
214.4,1130,43859,11.7,2.15,51.2,53,49.6,37.4,16.4,54.7,3,68.1,36.2,38.5,100,0,0,0,"white",56.5,51.78571429,17.87709497,"West","Montana","Wibaux County"
168.9,157048,51653,12.3,2.44,38,36.8,39.1,31.2,20.1,64.8,4.1,69.7,49,29.1,90.6911225,0.696848242,0.736538011,1.033885954,"white",50.2,47.79304059,5.116068139,"West","Montana","Yellowstone County"
179.7,550064,52842,14,2.52,34,33.2,34.9,21.9,24.2,67.2,5.7,72,52.9,26,78.9999163,11.2767481,3.147929434,3.143651598,"white",47.6,44.9580658,5.925782154,"Midwest","Nebraska","Douglas County"
151.9,1799,45624,13.8,2.18,46.2,42.8,48.3,32.5,13.6,57.7,4,64.8,31.6,35.9,98.51116625,0.099255583,0,0.248138958,"white",62.3,55.44444444,5.83090379,"Midwest","Nebraska","Dundy County"
128.2,1918,38645,15.6,2.1,52.3,50.9,52.5,32.5,16.3,60.7,3.1,68.7,31.4,38.8,97.36697751,0.164563906,1.097092704,0.054854635,"white",62.9,58.81656805,4.705882353,"Midwest","Nebraska","Garden County"
141,2028,40436,11.8,2.1,51.4,53.1,50.9,39.5,11.8,62.7,3.5,70.2,26.3,41.8,97.98241076,0.620796689,0,0.310398345,"white",57,49.16943522,3.095975232,"Midwest","Nebraska","Garfield County"
160.8,61680,48499,14.7,2.67,35.8,34.8,37.1,32.5,12.4,67.5,6,65.7,46.8,30.2,92.75233583,2.197657587,1.115278326,2.107185156,"white",52,49.11068515,8.958855626,"Midwest","Nebraska","Hall County"
155.2,6409,51040,11.5,2.47,43.3,40.7,45.6,41.6,14.9,65.3,4,79.2,54.4,29.8,98.06207657,0.110288325,0.236332125,0.1890657,"white",58.8,56.9140625,10.27070064,"Midwest","Nebraska","Howard County"
136.4,6585,56791,9.6,2.34,40.8,39.5,43.5,32.5,16.8,67.7,3.8,78.9,46.3,27.8,98.12185066,0.152695068,0.320659643,0.488624217,"white",61.2,55.22226238,12.76119403,"Midwest","Nebraska","Kearney County"
187.3,1381,46051,15,1.94,52,49.8,53.4,41.7,14.1,64.1,1.7,70.1,25.6,31.4,95.64596717,0.713775874,0.214132762,0.713775874,"white",59.4,52.60869565,3.361344538,"Midwest","Nebraska","Rock County"
176.2,21016,61961,8.2,2.56,41.4,40.6,42.4,33,16.1,65.4,3.5,80.2,50.7,28.5,97.25051403,0.655094917,0.272557739,0.535552049,"white",60.4,59.45375543,6.021555764,"Midwest","Nebraska","Saunders County"
187.4,3091,43883,12.1,2.21,49.5,47.7,50.5,42.3,10,62.2,3.1,75.6,44.3,35.3,97.90794979,1.223044738,0.193112327,0.418410042,"white",61,53.95787945,7.992565056,"Midwest","Nebraska","Sherman County"
164.7,13806,51335,10.6,2.31,41.3,38.2,43.6,32.6,19,65.5,2,77.4,44.1,28.9,95.60940326,0.933092224,0.224231465,0.701627486,"white",56.5,55.1213419,6.993486459,"Midwest","Nebraska","York County"
143.2,51935,72648,10.8,2.87,33.5,32.9,34.1,26.8,12.3,67,5.5,73,60.9,18.5,88.13661223,1.289709476,0.927039293,2.561964237,"white",56.6,57.82097649,6.700733537,"West","Nevada","Elko County"
262.1,829,47180,14,2.35,46.5,43,47.5,43.2,12.6,46,11.9,56.5,34.9,37.1,87.37949167,0,0,7.975460123,"white",44.3,40.57971014,4.326923077,"West","Nevada","Esmeralda County"
178.7,2016,70535,9.8,2.17,43.9,44.9,42.6,35.8,14.2,64,4.7,76.4,52.6,18.6,95.80587178,0.119832235,0,1.437986818,"white",64.7,56.06258149,2.412868633,"West","Nevada","Eureka County"
127.4,5036,45629,15.1,2.55,37.4,37.3,38.1,32.1,15.9,41,11.8,64.1,48.5,31.5,90.64304967,2.9264536,0.077011937,0.904890258,"white",56.8,59.21402018,4.519774011,"West","Nevada","Lincoln County"
168.8,47285,57556,10.7,2.22,50.3,49.3,51,31.4,20,56.6,5.8,70,40.2,36.4,97.39650201,0.359901501,0.599835834,0.027360933,"white",59.4,54.68263699,7.381867511,"Northeast","New Hampshire","Carroll County"
162.8,75909,56008,11.8,2.34,42,41.4,42.5,33.8,19.4,62.2,6.1,75,55,28.7,95.68755724,0.730079812,1.17493131,0.392516028,"white",48.4,48.86415562,4.687933426,"Northeast","New Hampshire","Cheshire County"
163.2,406678,71233,8.7,2.55,40.1,39.2,41.1,27.2,23,66.1,5.9,76.7,59,25.2,90.78351965,2.388531878,3.608418405,0.934223164,"white",51.4,51.98701098,5.055576216,"Northeast","New Hampshire","Hillsborough County"
173.1,147994,62429,9.5,2.49,42.6,41.4,43.7,28.4,21.5,62.9,5.2,76.3,56.3,28.3,94.9824123,1.181567546,1.635180834,0.407437085,"white",51.5,53.12759016,3.901815696,"Northeast","New Hampshire","Merrimack County"
179.5,274219,54208,15.1,2.64,40.6,38.9,42,32.9,17,58,12.5,66.9,45.3,33.4,67.14492185,15.56381093,8.286488292,5.106835745,"white",45.1,44.80543715,4.69661296,"Northeast","New Jersey","Atlantic County"
147.3,938506,84309,7.6,2.73,41.5,40,42.9,24.3,29.5,61.4,6.5,75.5,57.8,23.3,70.42738549,5.833882094,15.62164671,5.683611672,"white",54.2,56.4163314,4.077070131,"Northeast","New Jersey","Bergen County"
171.6,450226,80479,7.2,2.66,41,39.2,42.6,29.5,23.3,61,8.5,81.4,58.6,25.7,72.79982954,16.12030469,4.655137208,2.602118272,"white",50.8,53.74561974,4.910516481,"Northeast","New Jersey","Burlington County"
193.1,94727,55409,13,2.3,48.3,46.7,49.9,34.1,19.5,53,10,72.1,44.8,38.2,90.84703304,4.732529617,1.151296905,1.61160691,"white",53.4,51.14075027,5.43325019,"Northeast","New Jersey","Cape May County"
193.5,291479,78983,8.2,2.74,39.6,38.2,40.8,34.3,19.9,61.3,9.2,78,60.1,26.2,81.98850836,10.11546755,2.995886985,2.231500045,"white",51.7,55.37173438,4.878014043,"Northeast","New Jersey","Gloucester County"
160.3,371398,73750,11.8,2.69,38.4,36.9,39.9,25.6,20.7,59.5,9.4,73.1,55.9,27.4,62.9261072,20.1471049,10.07800936,4.855326137,"white",47.2,49.8130927,4.725836381,"Northeast","New Jersey","Mercer County"
156.7,840900,77330,8.3,2.85,37.7,36.6,38.9,26.3,24.5,60.4,7.5,74.6,59.8,23,61.04600747,9.84306877,23.23810671,3.426592798,"white",51.6,55.65982883,5.074989438,"Northeast","New Jersey","Middlesex County"
168.6,628715,87220,8.2,2.67,42.3,40.9,43.6,25.6,26.1,60.8,7.9,78.8,58.1,24.2,82.60289104,7.286251262,5.283819544,2.606228693,"white",53.2,55.28066751,4.571872443,"Northeast","New Jersey","Monmouth County"
175.1,106869,71294,8.3,2.52,42.6,41.4,43.7,34,19.7,61.3,9,76.9,58.3,26.3,89.1518848,4.11560629,2.70829836,2.343647996,"white",54.5,54.94516044,4.839230894,"Northeast","New Jersey","Warren County"
147.1,676685,47192,18.7,2.52,36.5,35.2,37.9,23.8,17.9,57.5,8.4,58.5,39.2,37.7,71.84702564,2.966719737,2.320819416,14.06276198,"white",43.7,41.35260379,5.264795797,"Southwest","New Mexico","Bernalillo County"
170.8,57578,57007,14.1,2.66,36.5,35.3,37.7,34,10.7,60.1,5.8,62.3,44.6,34.9,89.60119336,1.324562822,0.517603925,5.422260563,"white",50.3,49.8110282,9.558702453,"Southwest","New Mexico","Eddy County"
166.3,4423,34304,24.5,2.47,41.8,40.6,42.4,31,9.3,50,12.2,42.7,23.4,51.9,91.21257807,0.258453586,0,5.104458324,"white",46.1,44.58424508,5.485232068,"Southwest","New Mexico","Hidalgo County"
135.2,32907,36125,19.2,2.44,46.8,46.1,48.5,25.4,16.9,52.8,10.7,47.3,23.8,50.3,70.61894788,0.531220593,0.807455302,18.37112588,"white",42.4,41.50030248,4.706601467,"Southwest","New Mexico","Taos County"
176.1,309381,60371,13.5,2.35,37.9,36.4,39.6,26.5,20.1,60.7,6.4,77.7,57.6,30.1,77.04374185,12.55825904,5.672877712,1.315280213,"white",40.8,40.08229986,3.774039071,"Northeast","New York","Albany County"
181.4,48494,48357,13.8,2.54,36.1,35.7,36.4,34.7,13.4,59.6,6.1,75.3,54.3,31.6,94.28868544,1.765797362,0.913484085,0.776869278,"white",42.2,45.19096738,3.084671073,"Northeast","New York","Cortland County"
164.5,38478,50182,12,2.37,45.9,44,48.1,34.5,13.4,53.7,7.9,70.8,45.8,39.4,93.04584704,3.068462171,0.560238487,1.477693257,"white",50.5,51.22478386,3.244249435,"Northeast","New York","Essex County"
181.6,58937,52410,12,2.45,42.7,41.4,43.9,37.2,12,61,6.7,73.2,51.9,34.7,92.19785395,2.775068115,0.694607959,1.422853106,"white",52.8,51.63756371,6.002939584,"Northeast","New York","Genesee County"
162.7,34833,49809,14.2,2.37,42.3,40.4,44.2,34.6,11.9,53.5,5.5,70.1,47.1,35.9,92.07261552,4.484407011,0.722740724,0.264625541,"white",47.4,47.30477103,7.177836855,"Northeast","New York","Seneca County"
163.8,1501587,85886,7.7,2.98,40.6,39.1,42,29.3,18.7,61,6.4,77.9,55.7,26.2,80.94863835,7.662319757,3.781605237,4.950535277,"white",51.4,57.61862432,4.419518742,"Northeast","New York","Suffolk County"
198.4,62230,47547,14.6,2.45,42.9,41.7,44.4,41.6,11.7,55.5,9.5,68.5,45.2,39.3,94.01754386,3.231259968,0.473684211,0.622009569,"white",49.1,50.60032182,4.671621417,"Northeast","New York","Washington County"
175.5,91446,49191,12.9,2.48,43.1,42.4,43.7,37,12.3,58.1,7.5,71,51.4,34.7,93.14729051,3.423649584,0.634089335,0.83968144,"white",52.7,51.17885733,5.106970324,"Northeast","New York","Wayne County"
194,47651,40357,18.8,2.54,44.9,43.3,46.1,33.2,11.2,48.6,11.5,59.3,30.7,43.6,70.06581022,26.43762747,0.088307647,1.696768361,"white",49.1,48.03953338,4.17432129,"Southeast","North Carolina","Beaufort County"
146.8,70928,56797,13.9,2.47,46.3,44.3,48.1,23.3,19.1,53.9,9,66.5,40.4,36.4,78.99037535,12.27773576,1.389568596,4.478652252,"white",57,55.72558779,5.81829259,"Southeast","North Carolina","Chatham County"
164.5,59159,34109,27.7,2.68,38.8,37.2,40.7,30.1,7.3,53.3,11.3,49,29.8,41.4,61.86231141,24.95248347,0.467596253,11.13148201,"white",48.2,48.07254169,6.430547019,"Southeast","North Carolina","Duplin County"
161.4,34201,37884,18.1,2.16,49,46.4,50.9,29.8,14.9,47.3,7.3,55.4,27.1,44.4,92.19316607,1.105575046,0.71936083,4.263097379,"white",58.1,51.66065911,5.212083268,"Southeast","North Carolina","Macon County"
158.6,1034070,59049,15.2,2.57,34.5,33.4,35.6,19.1,28.4,65.3,8.9,67.9,50.5,24.6,56.67573474,30.94009016,5.166880746,4.078914417,"white",45.3,43.17563049,5.350191695,"Southeast","North Carolina","Mecklenburg County"
189.9,20426,32063,25.8,2.35,47.1,44.2,49.7,35.9,7.2,41.3,15.9,50.3,28.6,48.4,39.95526153,56.8130979,0.10946647,0.304602351,"black",38.6,37.33487833,2.454590083,"Southeast","North Carolina","Northampton County"
157.3,141354,60304,14.1,2.47,33.3,32.7,33.9,15.6,25.4,61.6,6.4,79.3,54.4,20.2,74.98196821,11.67522576,7.298548801,2.585037939,"white",45.2,47.73130301,4.202796852,"Southeast","North Carolina","Orange County"
156.1,20366,45464,14.7,2.3,50.9,48.9,53.4,27.2,18.6,48,8.8,68,35.6,41.3,91.42519801,5.086830324,0.122989128,1.972745609,"white",56.1,53.52258361,4.746227709,"Southeast","North Carolina","Polk County"
189.8,139142,44973,18,2.6,40.3,38.8,41.5,32.8,12.3,51.2,11.5,59.1,38.8,38.8,78.11738857,16.14110913,0.908493,2.792694473,"white",49.1,49.51174146,4.889016456,"Southeast","North Carolina","Rowan County"
